id_poliza,id_asegurado,ramo,fecha_inicio,fecha_fin,prima,suma_asegurada,deducible,canal_venta,ciudad,estado_poliza
POL00507,A00337,Vehículos,2024-01-18,2025-01-17,2207.27,50000,500.0,Call Center,Guayaquil,Vigente
POL00508,A00338,Vehículos,2024-01-29,2025-01-28,3208.8,50000,500.0,Agente,Quito,Vigente
POL00509,A00338,Vehículos,2024-07-07,2025-07-07,2247.87,30000,300.0,Bróker,Quito,Vigente
POL00510,A00339,Generales,2024-12-11,2025-12-11,891.99,12000,120.0,Digital,Santo Domingo,Vigente
POL00511,A00339,Vehículos,2024-01-28,2025-01-27,3065.29,50000,500.0,Call Center,Santo Domingo,Vigente
POL00512,A00340,Vehículos,2024-11-26,2025-11-26,942.56,12000,120.0,Digital,Manta,Vigente
POL00513,A00341,Vehículos,2024-08-26,2025-08-26,775.02,20000,200.0,Agente,Guayaquil,Vigente
POL00514,A00342,Salud,2024-07-09,2025-07-09,1583.51,20000,200.0,Digital,Quito,Vigente
POL00515,A00343,Generales,2024-09-10,2025-09-10,2855.67,50000,500.0,Digital,Guayaquil,Vigente
POL00516,A00344,Vehículos,2024-05-09,2025-05-09,559.68,12000,120.0,Digital,Portoviejo,Vigente
POL00517,A00344,Vehículos,2024-07-27,2025-07-27,3378.91,50000,500.0,Agente,Portoviejo,Vigente
POL00518,A00345,Vehículos,2024-11-01,2025-11-01,707.38,15000,150.0,Digital,Loja,Vigente
POL00519,A00345,Vehículos,2024-11-05,2025-11-05,634.34,20000,200.0,Digital,Loja,Vigente
POL00520,A00346,Vehículos,2024-07-17,2025-07-17,3517.01,50000,500.0,Bróker,Cuenca,Vigente
POL00521,A00346,Vehículos,2024-07-24,2025-07-24,2278.91,30000,300.0,Bróker,Cuenca,Vigente
POL00522,A00347,Generales,2024-04-06,2025-04-06,2686.9,50000,500.0,Sucursal,Guayaquil,Vigente
POL00523,A00347,Vehículos,2024-03-29,2025-03-29,1153.03,20000,200.0,Call Center,Guayaquil,Vigente
POL00524,A00348,Vehículos,2024-09-23,2025-09-23,822.85,15000,150.0,Agente,Loja,Vigente
POL00525,A00349,Vehículos,2024-06-14,2025-06-14,699.61,12000,120.0,Digital,Machala,Vigente
POL00526,A00350,Salud,2024-05-09,2025-05-09,626.61,8000,80.0,Call Center,Machala,Vigente
POL00527,A00350,Hogar,2024-01-02,2025-01-01,315.57,8000,80.0,Digital,Machala,Vigente
POL00528,A00351,Vehículos,2024-10-08,2025-10-08,2131.74,30000,300.0,Call Center,Cuenca,Vigente
POL00529,A00351,Vehículos,2024-04-28,2025-04-28,730.99,12000,120.0,Call Center,Cuenca,Vigente
POL00530,A00352,Vehículos,2024-04-28,2025-04-28,578.91,8000,80.0,Sucursal,Cuenca,Vigente
POL00531,A00352,Vehículos,2024-04-28,2025-04-28,1200.44,20000,200.0,Sucursal,Cuenca,Vigente
POL00532,A00353,Vehículos,2024-03-22,2025-03-22,486.18,8000,80.0,Call Center,Cuenca,Vigente
POL00533,A00354,Salud,2024-08-24,2025-08-24,2041.29,30000,300.0,Bróker,Ambato,Vigente
POL00534,A00355,Salud,2024-04-05,2025-04-05,832.15,12000,120.0,Digital,Manta,Vigente
POL00535,A00356,Vida,2024-09-19,2025-09-19,440.37,8000,80.0,Agente,Manta,Vigente
POL00536,A00357,Vehículos,2024-01-25,2025-01-24,755.91,20000,200.0,Bróker,Quito,Vigente
POL00537,A00357,Vehículos,2024-02-07,2025-02-06,2392.07,30000,300.0,Digital,Quito,Vigente
POL00538,A00358,Hogar,2024-05-05,2025-05-05,898.22,12000,120.0,Agente,Machala,Vigente
POL00539,A00358,Vehículos,2024-01-28,2025-01-27,798.82,15000,150.0,Sucursal,Machala,Vigente
POL00540,A00359,Vehículos,2024-09-21,2025-09-21,1084.95,30000,300.0,Sucursal,Machala,Vigente
POL00541,A00359,Vehículos,2024-02-03,2025-02-02,875.3,12000,120.0,Digital,Machala,Vigente
POL00542,A00360,Salud,2024-04-22,2025-04-22,638.61,12000,120.0,Bróker,Portoviejo,Vigente
POL00543,A00361,Salud,2024-09-15,2025-09-15,759.48,15000,150.0,Sucursal,Loja,Vigente
POL00544,A00362,Salud,2024-06-02,2025-06-02,337.0,8000,80.0,Call Center,Machala,Vigente
POL00545,A00362,Vehículos,2024-12-05,2025-12-05,549.99,8000,80.0,Agente,Machala,Vigente
POL00546,A00363,Vehículos,2024-02-17,2025-02-16,3119.92,50000,500.0,Agente,Manta,Vigente
POL00547,A00363,Vida,2024-09-20,2025-09-20,438.57,8000,80.0,Bróker,Manta,Vigente
POL00548,A00364,Vehículos,2024-06-22,2025-06-22,1907.02,50000,500.0,Sucursal,Machala,Vigente
POL00549,A00364,Hogar,2024-12-08,2025-12-08,2880.3,50000,500.0,Call Center,Machala,Vigente
POL00550,A00365,Hogar,2024-04-17,2025-04-17,1256.18,20000,200.0,Digital,Manta,Vigente
POL00551,A00365,Vehículos,2024-04-08,2025-04-08,499.54,15000,150.0,Agente,Manta,Vigente
POL00552,A00366,Salud,2024-12-30,2025-12-30,1050.16,15000,150.0,Digital,Machala,Vigente
POL00553,A00367,Vehículos,2024-09-04,2025-09-04,1202.57,30000,300.0,Bróker,Riobamba,Vigente
POL00554,A00367,Vehículos,2024-04-27,2025-04-27,328.72,8000,80.0,Sucursal,Riobamba,Vigente
POL00555,A00368,Salud,2024-07-31,2025-07-31,903.57,12000,120.0,Bróker,Guayaquil,Vigente
POL00556,A00368,Vida,2024-07-04,2025-07-04,546.04,8000,80.0,Digital,Guayaquil,Vigente
POL00557,A00369,Hogar,2024-12-20,2025-12-20,1858.53,30000,300.0,Agente,Riobamba,Vigente
POL00558,A00369,Hogar,2024-03-03,2025-03-03,621.43,8000,80.0,Agente,Riobamba,Vigente
POL00559,A00370,Hogar,2024-02-28,2025-02-27,937.53,20000,200.0,Call Center,Machala,Vigente
POL00560,A00370,Vida,2024-09-30,2025-09-30,1110.78,20000,200.0,Sucursal,Machala,Vigente
POL00561,A00371,Vida,2024-07-01,2025-07-01,381.3,8000,80.0,Sucursal,Portoviejo,Vigente
POL00562,A00371,Generales,2024-10-06,2025-10-06,993.99,15000,150.0,Call Center,Portoviejo,Vigente
POL00563,A00372,Hogar,2024-03-24,2025-03-24,565.26,12000,120.0,Call Center,Ambato,Vigente
POL00564,A00373,Vehículos,2024-11-19,2025-11-19,472.34,15000,150.0,Sucursal,Portoviejo,Vigente
POL00565,A00374,Salud,2024-08-30,2025-08-30,1153.59,20000,200.0,Call Center,Manta,Vigente
POL00566,A00375,Vehículos,2024-01-17,2025-01-16,2292.67,50000,500.0,Digital,Santo Domingo,Vigente
POL00567,A00375,Vida,2024-06-11,2025-06-11,313.05,8000,80.0,Bróker,Santo Domingo,Vigente
POL00568,A00376,Vehículos,2024-05-21,2025-05-21,1081.1,15000,150.0,Call Center,Santo Domingo,Vigente
POL00569,A00377,Salud,2024-10-18,2025-10-18,3666.73,50000,500.0,Agente,Machala,Vigente
POL00570,A00378,Vehículos,2024-12-28,2025-12-28,461.62,12000,120.0,Call Center,Manta,Vigente
POL00571,A00378,Vehículos,2024-11-24,2025-11-24,1079.97,30000,300.0,Bróker,Manta,Vigente
POL00572,A00379,Vehículos,2024-12-06,2025-12-06,2106.92,50000,500.0,Sucursal,Guayaquil,Vigente
POL00573,A00379,Vehículos,2024-09-02,2025-09-02,622.88,12000,120.0,Bróker,Guayaquil,Vigente
POL00574,A00380,Vehículos,2024-02-25,2025-02-24,2265.85,50000,500.0,Sucursal,Quito,Vigente
POL00575,A00380,Hogar,2024-02-07,2025-02-06,512.38,8000,80.0,Call Center,Quito,Vigente
POL00576,A00381,Vida,2024-04-23,2025-04-23,2036.33,50000,500.0,Digital,Santo Domingo,Vigente
POL00577,A00381,Vehículos,2024-05-11,2025-05-11,607.28,8000,80.0,Sucursal,Santo Domingo,Vigente
POL00578,A00382,Vehículos,2024-02-19,2025-02-18,2929.26,50000,500.0,Digital,Guayaquil,Vigente
POL00579,A00383,Salud,2024-08-03,2025-08-03,273.93,8000,80.0,Bróker,Loja,Vigente
POL00580,A00384,Vehículos,2024-07-31,2025-07-31,413.85,8000,80.0,Bróker,Guayaquil,Vigente
POL00581,A00385,Salud,2024-04-28,2025-04-28,504.29,12000,120.0,Agente,Cuenca,Vigente
POL00582,A00386,Vehículos,2024-10-09,2025-10-09,375.64,8000,80.0,Call Center,Portoviejo,Vigente
POL00583,A00387,Vehículos,2024-04-07,2025-04-07,1553.09,20000,200.0,Agente,Manta,Vigente
POL00584,A00388,Vehículos,2024-01-23,2025-01-22,973.28,30000,300.0,Digital,Machala,Vigente
POL00585,A00388,Salud,2024-11-10,2025-11-10,1590.04,30000,300.0,Digital,Machala,Vigente
POL00586,A00389,Vida,2024-11-21,2025-11-21,1177.15,30000,300.0,Agente,Ambato,Vigente
POL00587,A00390,Vehículos,2024-01-25,2025-01-24,586.1,8000,80.0,Digital,Manta,Vigente
POL00588,A00391,Vehículos,2024-06-07,2025-06-07,511.63,15000,150.0,Agente,Riobamba,Vigente
POL00589,A00391,Salud,2024-09-22,2025-09-22,858.25,12000,120.0,Digital,Riobamba,Vigente
POL00590,A00392,Vida,2024-03-09,2025-03-09,1210.1,20000,200.0,Agente,Riobamba,Vigente
POL00591,A00392,Salud,2024-06-23,2025-06-23,355.88,8000,80.0,Agente,Riobamba,Vigente
POL00592,A00393,Vehículos,2024-04-20,2025-04-20,941.84,12000,120.0,Digital,Riobamba,Vigente
POL00593,A00393,Vida,2024-06-16,2025-06-16,695.31,20000,200.0,Call Center,Riobamba,Vigente
POL00594,A00394,Vida,2024-09-25,2025-09-25,244.27,8000,80.0,Bróker,Riobamba,Vigente
POL00595,A00394,Vehículos,2024-01-14,2025-01-13,474.44,8000,80.0,Digital,Riobamba,Vigente
POL00596,A00395,Vehículos,2024-01-14,2025-01-13,1108.94,30000,300.0,Sucursal,Manta,Vigente
POL00597,A00395,Salud,2024-02-29,2025-02-28,1821.97,50000,500.0,Agente,Manta,Vigente
POL00598,A00396,Hogar,2024-01-29,2025-01-28,2227.41,30000,300.0,Digital,Santo Domingo,Vigente
POL00599,A00397,Vehículos,2024-11-07,2025-11-07,567.27,8000,80.0,Agente,Loja,Vigente
POL00600,A00397,Vehículos,2024-06-01,2025-06-01,646.13,12000,120.0,Call Center,Loja,Vigente
POL00601,A00398,Salud,2024-10-18,2025-10-18,448.16,12000,120.0,Call Center,Riobamba,Vigente
POL00602,A00398,Vehículos,2024-01-11,2025-01-10,2231.01,30000,300.0,Call Center,Riobamba,Vigente
POL00603,A00399,Hogar,2024-12-05,2025-12-05,632.64,8000,80.0,Call Center,Loja,Vigente
POL00604,A00399,Salud,2024-06-23,2025-06-23,459.7,8000,80.0,Bróker,Loja,Vigente
POL00605,A00400,Salud,2024-07-02,2025-07-02,1914.83,30000,300.0,Sucursal,Machala,Vigente
POL00606,A00400,Salud,2024-02-17,2025-02-16,1473.65,30000,300.0,Sucursal,Machala,Vigente
POL00607,A00401,Vehículos,2024-02-07,2025-02-06,368.96,12000,120.0,Sucursal,Santo Domingo,Vigente
POL00608,A00401,Vehículos,2024-04-13,2025-04-13,272.49,8000,80.0,Bróker,Santo Domingo,Vigente
POL00609,A00402,Vehículos,2024-08-17,2025-08-17,795.61,12000,120.0,Sucursal,Manta,Vigente
POL00610,A00403,Vehículos,2024-04-14,2025-04-14,766.82,12000,120.0,Agente,Machala,Vigente
POL00611,A00404,Vehículos,2024-01-28,2025-01-27,631.04,12000,120.0,Digital,Santo Domingo,Vigente
POL00612,A00404,Salud,2024-06-12,2025-06-12,629.16,20000,200.0,Bróker,Santo Domingo,Vigente
POL00613,A00405,Hogar,2024-01-12,2025-01-11,1385.61,20000,200.0,Call Center,Santo Domingo,Vigente
POL00614,A00405,Salud,2024-11-21,2025-11-21,1002.78,20000,200.0,Agente,Santo Domingo,Vigente
POL00615,A00406,Vehículos,2024-02-01,2025-01-31,1460.9,20000,200.0,Sucursal,Ambato,Vigente
POL00616,A00406,Vehículos,2024-08-21,2025-08-21,2332.34,30000,300.0,Call Center,Ambato,Vigente
POL00617,A00407,Generales,2024-07-24,2025-07-24,990.5,20000,200.0,Bróker,Quito,Vigente
POL00618,A00408,Vehículos,2024-11-11,2025-11-11,874.9,20000,200.0,Agente,Manta,Vigente
POL00619,A00409,Vehículos,2024-03-04,2025-03-04,527.76,12000,120.0,Call Center,Cuenca,Vigente
POL00620,A00410,Vehículos,2024-10-21,2025-10-21,602.19,12000,120.0,Call Center,Quito,Vigente
POL00621,A00410,Vehículos,2024-01-25,2025-01-24,672.93,12000,120.0,Digital,Quito,Vigente
POL00622,A00411,Vehículos,2024-02-14,2025-02-13,550.53,8000,80.0,Bróker,Machala,Vigente
POL00623,A00412,Salud,2024-12-08,2025-12-08,856.01,15000,150.0,Digital,Portoviejo,Vigente
POL00624,A00412,Vida,2024-08-04,2025-08-04,1047.45,15000,150.0,Digital,Portoviejo,Vigente
POL00625,A00413,Vehículos,2024-03-06,2025-03-06,1168.5,15000,150.0,Agente,Cuenca,Vigente
POL00626,A00413,Vehículos,2024-09-23,2025-09-23,1825.36,30000,300.0,Sucursal,Cuenca,Vigente
POL00627,A00414,Vida,2024-02-16,2025-02-15,1267.12,30000,300.0,Digital,Portoviejo,Vigente
POL00628,A00414,Vehículos,2024-04-14,2025-04-14,2881.86,50000,500.0,Digital,Portoviejo,Vigente
POL00629,A00415,Vida,2024-03-02,2025-03-02,2671.93,50000,500.0,Agente,Portoviejo,Vigente
POL00630,A00416,Salud,2024-04-11,2025-04-11,1387.21,20000,200.0,Bróker,Machala,Vigente
POL00631,A00416,Hogar,2024-12-01,2025-12-01,2349.93,30000,300.0,Agente,Machala,Vigente
POL00632,A00417,Vehículos,2024-03-20,2025-03-20,2332.79,30000,300.0,Call Center,Riobamba,Vigente
POL00633,A00417,Generales,2024-10-22,2025-10-22,1211.21,20000,200.0,Agente,Riobamba,Vigente
POL00634,A00418,Generales,2024-11-05,2025-11-05,1558.19,30000,300.0,Bróker,Cuenca,Vigente
POL00635,A00419,Vehículos,2024-03-23,2025-03-23,372.44,8000,80.0,Call Center,Portoviejo,Vigente
POL00636,A00420,Vehículos,2024-09-30,2025-09-30,1524.3,20000,200.0,Agente,Santo Domingo,Vigente
POL00637,A00421,Salud,2024-09-12,2025-09-12,483.48,8000,80.0,Agente,Loja,Vigente
POL00638,A00422,Vehículos,2024-11-20,2025-11-20,799.05,12000,120.0,Agente,Riobamba,Vigente
POL00639,A00423,Vehículos,2024-01-07,2025-01-06,1947.09,50000,500.0,Digital,Quito,Vigente
POL00640,A00423,Vehículos,2024-08-20,2025-08-20,296.75,8000,80.0,Bróker,Quito,Vigente
POL00641,A00424,Vehículos,2024-03-07,2025-03-07,876.01,12000,120.0,Call Center,Cuenca,Vigente
POL00642,A00425,Vehículos,2024-01-02,2025-01-01,257.65,8000,80.0,Agente,Ambato,Vigente
POL00643,A00425,Vehículos,2024-08-19,2025-08-19,338.6,8000,80.0,Sucursal,Ambato,Vigente
POL00644,A00426,Vehículos,2024-08-13,2025-08-13,1078.75,15000,150.0,Sucursal,Cuenca,Vigente
POL00645,A00426,Vida,2024-10-09,2025-10-09,568.22,8000,80.0,Call Center,Cuenca,Vigente
POL00646,A00427,Salud,2024-06-10,2025-06-10,760.63,12000,120.0,Agente,Quito,Vigente
POL00647,A00427,Vehículos,2024-03-29,2025-03-29,342.21,8000,80.0,Call Center,Quito,Vigente
POL00648,A00428,Vehículos,2024-12-18,2025-12-18,1904.6,30000,300.0,Call Center,Santo Domingo,Vigente
POL00649,A00429,Vehículos,2024-08-15,2025-08-15,532.38,8000,80.0,Call Center,Santo Domingo,Vigente
POL00650,A00430,Vehículos,2024-07-25,2025-07-25,545.84,8000,80.0,Agente,Manta,Vigente
POL00651,A00431,Vehículos,2024-08-23,2025-08-23,2096.8,30000,300.0,Sucursal,Manta,Vigente
POL00652,A00431,Hogar,2024-04-23,2025-04-23,850.97,15000,150.0,Call Center,Manta,Vigente
POL00653,A00432,Salud,2024-08-11,2025-08-11,951.01,12000,120.0,Sucursal,Manta,Vigente
POL00654,A00433,Vehículos,2024-09-26,2025-09-26,1201.94,20000,200.0,Agente,Machala,Vigente
POL00655,A00433,Vehículos,2024-05-22,2025-05-22,821.69,15000,150.0,Digital,Machala,Vigente
POL00656,A00434,Hogar,2024-11-16,2025-11-16,1547.18,20000,200.0,Call Center,Riobamba,Vigente
POL00657,A00435,Salud,2024-10-02,2025-10-02,2107.15,30000,300.0,Bróker,Machala,Vigente
POL00658,A00435,Salud,2024-10-24,2025-10-24,1296.48,20000,200.0,Call Center,Machala,Vigente
POL00659,A00436,Vehículos,2024-09-16,2025-09-16,1167.22,20000,200.0,Agente,Guayaquil,Vigente
POL00660,A00436,Salud,2024-06-16,2025-06-16,899.62,15000,150.0,Sucursal,Guayaquil,Vigente
POL00661,A00437,Vehículos,2024-01-13,2025-01-12,1884.1,30000,300.0,Call Center,Santo Domingo,Vigente
POL00662,A00437,Vehículos,2024-04-23,2025-04-23,828.76,12000,120.0,Call Center,Santo Domingo,Vigente
POL00663,A00438,Vehículos,2024-03-09,2025-03-09,909.95,15000,150.0,Sucursal,Portoviejo,Vigente
POL00664,A00438,Generales,2024-02-08,2025-02-07,798.27,12000,120.0,Bróker,Portoviejo,Vigente
POL00665,A00439,Vehículos,2024-05-08,2025-05-08,801.25,12000,120.0,Sucursal,Riobamba,Vigente
POL00666,A00440,Vehículos,2024-04-09,2025-04-09,920.79,12000,120.0,Sucursal,Portoviejo,Vigente
POL00667,A00441,Vehículos,2024-10-06,2025-10-06,2144.62,30000,300.0,Digital,Loja,Vigente
POL00668,A00442,Vehículos,2024-10-09,2025-10-09,246.23,8000,80.0,Digital,Quito,Vigente
POL00669,A00443,Generales,2024-11-28,2025-11-28,715.44,12000,120.0,Bróker,Santo Domingo,Vigente
POL00670,A00444,Vehículos,2024-02-22,2025-02-21,945.47,12000,120.0,Call Center,Manta,Vigente
POL00671,A00445,Salud,2024-05-31,2025-05-31,583.6,12000,120.0,Agente,Portoviejo,Vigente
POL00672,A00446,Vehículos,2024-04-30,2025-04-30,1334.04,30000,300.0,Digital,Quito,Vigente
POL00673,A00446,Vehículos,2024-08-09,2025-08-09,2474.84,50000,500.0,Digital,Quito,Vigente
POL00674,A00447,Salud,2024-10-03,2025-10-03,1158.03,20000,200.0,Call Center,Quito,Vigente
POL00675,A00448,Vehículos,2024-12-15,2025-12-15,3102.1,50000,500.0,Call Center,Machala,Vigente
POL00676,A00449,Hogar,2024-03-01,2025-03-01,1086.66,20000,200.0,Digital,Cuenca,Vigente
POL00677,A00449,Vida,2024-12-09,2025-12-09,1844.92,50000,500.0,Digital,Cuenca,Vigente
POL00678,A00450,Salud,2024-02-08,2025-02-07,456.72,8000,80.0,Call Center,Guayaquil,Vigente
POL00679,A00450,Vehículos,2024-02-17,2025-02-16,1969.16,30000,300.0,Sucursal,Guayaquil,Vigente
POL00680,A00451,Hogar,2024-01-26,2025-01-25,492.85,8000,80.0,Bróker,Cuenca,Vigente
POL00681,A00452,Vehículos,2024-01-28,2025-01-27,771.68,20000,200.0,Bróker,Cuenca,Vigente
POL00682,A00452,Vehículos,2024-01-01,2024-12-31,1167.0,30000,300.0,Sucursal,Cuenca,Vigente
POL00683,A00453,Vehículos,2024-10-11,2025-10-11,1220.01,30000,300.0,Sucursal,Guayaquil,Vigente
POL00684,A00453,Salud,2024-05-03,2025-05-03,1103.52,15000,150.0,Bróker,Guayaquil,Vigente
POL00685,A00454,Salud,2024-07-26,2025-07-26,1184.26,15000,150.0,Sucursal,Santo Domingo,Vigente
POL00686,A00454,Vehículos,2024-08-07,2025-08-07,793.76,20000,200.0,Call Center,Santo Domingo,Vigente
POL00687,A00455,Vida,2024-01-05,2025-01-04,951.02,30000,300.0,Digital,Loja,Vigente
POL00688,A00456,Vehículos,2024-09-09,2025-09-09,3249.59,50000,500.0,Agente,Manta,Vigente
POL00689,A00456,Vida,2024-10-16,2025-10-16,1103.94,15000,150.0,Agente,Manta,Vigente
POL00690,A00457,Vehículos,2024-08-01,2025-08-01,3797.43,50000,500.0,Agente,Machala,Vigente
POL00691,A00458,Vehículos,2024-06-27,2025-06-27,922.61,12000,120.0,Bróker,Santo Domingo,Vigente
POL00692,A00459,Vida,2024-09-01,2025-09-01,483.07,15000,150.0,Bróker,Guayaquil,Vigente
POL00693,A00459,Hogar,2024-09-13,2025-09-13,970.79,15000,150.0,Bróker,Guayaquil,Vigente
POL00694,A00460,Salud,2024-10-18,2025-10-18,680.07,15000,150.0,Digital,Ambato,Vigente
POL00695,A00461,Vehículos,2024-07-20,2025-07-20,1058.48,20000,200.0,Bróker,Riobamba,Vigente
POL00696,A00462,Salud,2024-08-03,2025-08-03,1615.99,50000,500.0,Bróker,Portoviejo,Vigente
POL00697,A00463,Salud,2024-10-03,2025-10-03,2270.29,30000,300.0,Call Center,Portoviejo,Vigente
POL00698,A00464,Vehículos,2024-03-18,2025-03-18,275.35,8000,80.0,Sucursal,Riobamba,Vigente
POL00699,A00464,Generales,2024-12-21,2025-12-21,1089.12,30000,300.0,Sucursal,Riobamba,Vigente
POL00700,A00465,Vehículos,2024-06-25,2025-06-25,495.39,12000,120.0,Call Center,Riobamba,Vigente
POL00701,A00466,Salud,2024-12-24,2025-12-24,2187.12,30000,300.0,Agente,Portoviejo,Vigente
POL00702,A00466,Salud,2024-07-11,2025-07-11,2313.91,30000,300.0,Call Center,Portoviejo,Vigente
POL00703,A00467,Generales,2024-09-17,2025-09-17,698.77,15000,150.0,Digital,Guayaquil,Vigente
POL00704,A00467,Generales,2024-12-02,2025-12-02,638.17,8000,80.0,Bróker,Guayaquil,Vigente
POL00705,A00468,Vida,2024-09-01,2025-09-01,360.73,12000,120.0,Bróker,Cuenca,Vigente
POL00706,A00469,Salud,2024-10-01,2025-10-01,735.16,12000,120.0,Bróker,Portoviejo,Vigente
POL00707,A00470,Salud,2024-03-20,2025-03-20,340.78,8000,80.0,Digital,Manta,Vigente
POL00708,A00471,Vehículos,2024-05-22,2025-05-22,2028.56,50000,500.0,Bróker,Quito,Vigente
POL00709,A00471,Vehículos,2024-04-10,2025-04-10,512.87,8000,80.0,Agente,Quito,Vigente
POL00710,A00472,Vehículos,2024-02-11,2025-02-10,923.33,12000,120.0,Sucursal,Guayaquil,Vigente
POL00711,A00473,Salud,2024-06-25,2025-06-25,360.92,8000,80.0,Call Center,Cuenca,Vigente
POL00712,A00474,Vehículos,2024-04-07,2025-04-07,867.91,12000,120.0,Sucursal,Santo Domingo,Vigente
POL00713,A00474,Vida,2024-05-24,2025-05-24,1574.11,20000,200.0,Bróker,Santo Domingo,Vigente
POL00714,A00475,Salud,2024-07-05,2025-07-05,1253.78,30000,300.0,Bróker,Machala,Vigente
POL00715,A00475,Vehículos,2024-04-13,2025-04-13,563.57,8000,80.0,Bróker,Machala,Vigente
POL00716,A00476,Hogar,2024-03-05,2025-03-05,310.83,8000,80.0,Digital,Portoviejo,Vigente
POL00717,A00477,Vehículos,2024-12-23,2025-12-23,469.07,8000,80.0,Call Center,Manta,Vigente
POL00718,A00477,Vida,2024-03-21,2025-03-21,1416.58,20000,200.0,Digital,Manta,Vigente
POL00719,A00478,Generales,2024-04-19,2025-04-19,3523.98,50000,500.0,Sucursal,Ambato,Vigente
POL00720,A00478,Salud,2024-04-22,2025-04-22,3425.8,50000,500.0,Bróker,Ambato,Vigente
POL00721,A00479,Hogar,2024-12-14,2025-12-14,252.0,8000,80.0,Agente,Manta,Vigente
POL00722,A00480,Hogar,2024-07-01,2025-07-01,445.25,12000,120.0,Agente,Riobamba,Vigente
POL00723,A00480,Vehículos,2024-10-08,2025-10-08,692.38,20000,200.0,Call Center,Riobamba,Vigente
POL00724,A00481,Vehículos,2024-05-22,2025-05-22,498.28,8000,80.0,Agente,Guayaquil,Vigente
POL00725,A00481,Hogar,2024-04-11,2025-04-11,319.25,8000,80.0,Call Center,Guayaquil,Vigente
POL00726,A00482,Vehículos,2024-03-19,2025-03-19,2063.35,30000,300.0,Bróker,Ambato,Vigente
POL00727,A00482,Hogar,2024-08-28,2025-08-28,691.64,20000,200.0,Agente,Ambato,Vigente
POL00728,A00483,Vehículos,2024-04-05,2025-04-05,1207.13,20000,200.0,Agente,Portoviejo,Vigente
POL00729,A00483,Hogar,2024-12-30,2025-12-30,925.33,30000,300.0,Agente,Portoviejo,Vigente
POL00730,A00484,Vehículos,2024-03-19,2025-03-19,870.16,15000,150.0,Call Center,Ambato,Vigente
POL00731,A00484,Hogar,2024-03-03,2025-03-03,2904.21,50000,500.0,Bróker,Ambato,Vigente
POL00732,A00485,Generales,2024-02-06,2025-02-05,824.86,12000,120.0,Bróker,Ambato,Vigente
POL00733,A00486,Salud,2024-09-17,2025-09-17,947.98,15000,150.0,Bróker,Loja,Vigente
POL00734,A00486,Salud,2024-08-30,2025-08-30,2413.44,50000,500.0,Agente,Loja,Vigente
POL00735,A00487,Vida,2024-08-31,2025-08-31,384.61,8000,80.0,Digital,Loja,Vigente
POL00736,A00487,Salud,2024-03-30,2025-03-30,3149.22,50000,500.0,Digital,Loja,Vigente
POL00737,A00488,Vehículos,2024-05-17,2025-05-17,271.0,8000,80.0,Digital,Loja,Vigente
POL00738,A00489,Hogar,2024-11-13,2025-11-13,1062.76,20000,200.0,Call Center,Cuenca,Vigente
POL00739,A00489,Salud,2024-07-26,2025-07-26,466.56,8000,80.0,Call Center,Cuenca,Vigente
POL00740,A00490,Vehículos,2024-03-25,2025-03-25,1090.55,20000,200.0,Sucursal,Ambato,Vigente
POL00741,A00490,Vehículos,2024-02-05,2025-02-04,1081.62,15000,150.0,Digital,Ambato,Vigente
POL00742,A00491,Vehículos,2024-05-05,2025-05-05,686.05,15000,150.0,Bróker,Quito,Vigente
POL00743,A00492,Hogar,2024-06-09,2025-06-09,1334.97,30000,300.0,Call Center,Loja,Vigente
POL00744,A00493,Salud,2024-06-27,2025-06-27,760.46,15000,150.0,Sucursal,Guayaquil,Vigente
POL00745,A00493,Vehículos,2024-06-18,2025-06-18,1105.99,15000,150.0,Digital,Guayaquil,Vigente
POL00746,A00494,Hogar,2024-10-19,2025-10-19,729.09,20000,200.0,Bróker,Quito,Vigente
POL00747,A00495,Generales,2024-01-23,2025-01-22,926.82,20000,200.0,Call Center,Guayaquil,Vigente
POL00748,A00496,Vehículos,2024-11-18,2025-11-18,3460.92,50000,500.0,Digital,Ambato,Vigente
POL00749,A00496,Salud,2024-11-17,2025-11-17,3598.96,50000,500.0,Agente,Ambato,Vigente
POL00750,A00497,Hogar,2024-02-10,2025-02-09,1814.23,30000,300.0,Agente,Ambato,Vigente
POL00751,A00497,Vehículos,2024-07-03,2025-07-03,1347.52,30000,300.0,Digital,Ambato,Vigente
POL00752,A00498,Vida,2024-10-03,2025-10-03,253.07,8000,80.0,Digital,Loja,Vigente
POL00753,A00498,Vida,2024-03-13,2025-03-13,2190.53,30000,300.0,Sucursal,Loja,Vigente
POL00754,A00499,Vehículos,2024-11-30,2025-11-30,498.65,8000,80.0,Sucursal,Loja,Vigente
POL00755,A00500,Vehículos,2024-10-20,2025-10-20,326.21,8000,80.0,Agente,Manta,Vigente
POL00756,A00501,Vehículos,2024-05-18,2025-05-18,3794.75,50000,500.0,Bróker,Santo Domingo,Vigente
POL00757,A00502,Salud,2024-08-13,2025-08-13,833.17,12000,120.0,Sucursal,Machala,Vigente
POL00758,A00503,Vehículos,2024-02-02,2025-02-01,453.33,12000,120.0,Call Center,Cuenca,Vigente
POL00759,A00504,Generales,2024-09-05,2025-09-05,970.19,15000,150.0,Bróker,Manta,Vigente
POL00760,A00505,Vehículos,2024-10-27,2025-10-27,1825.88,30000,300.0,Digital,Loja,Vigente
